"id","orig_id","bing_date","bing_sku","title","max_dpi"
"307","114","2009/11/03","ShoshoneFalls_ZH-CN4092422330","美国爱达荷州的瀑布公园","958x512"
"308","115","2009/11/04","Glenfinnan_ZH-CN737686325","英国苏格兰高地的高架铁路","958x512"
"309","116","2009/11/05","LemurFrog_ZH-CN2286302306","它们很惬意：树蛙在“伸懒腰”","958x512"
"310","117","2009/11/06","MountainGoat_ZH-CN1636202290","它们很惬意：加拿大克卢恩国家公园悠闲的大角羊","958x512"
"311","118","2009/11/07","CoalTit_ZH-CN2221856367","它们很惬意：煤山雀在枝头迎接冬天","958x512"
"312","119","2009/11/08","BullMoose_ZH-CN558748450","它们很惬意：阿拉斯加德纳里国家公园里“深沉”的麋鹿","958x512"
"313","120","2009/11/09","Flamingos_ZH-CN2328095089","它们很惬意：纳库鲁湖面上壮观的红鹳军团","958x512"
"314","121","2009/11/10","Capybara_ZH-CN714532134","它们很惬意：沼泽中慵懒的水豚无畏打搅","958x512"
"315","122","2009/11/11","FourOstriches_ZH-CN2146050846","光棍节：摆出“11.11”pose的四只鸵鸟“光棍”","958x512"
"316","123","2009/11/12","SunZhongshanHome_ZH-CN1593394630","纪念孙中山先生诞辰143周年","958x512"
"317","124","2009/11/13","Shangrila_ZH-CN1990999727","风情云南游：神秘的香格里拉","958x512"
"318","125","2009/11/14","PuerTea_ZH-CN1365082624","风情云南游：历史悠久的普洱茶","958x512"
"319","126","2009/11/15","Lijiang_ZH-CN2526720021","风情云南游：运载千年纳西文化的云南古镇丽江","958x512"
"320","127","2009/11/16","NaxiWoman_ZH-CN2261249745","风情云南游：“披星戴月”的纳西族民俗","958x512"
"321","128","2009/11/17","BalagezongCanyon_ZH-CN164341160","风情云南游：人迹罕至的巴拉格宗大峡谷","958x512"
"322","129","2009/11/18","DaiMonks_ZH-CN1075977392","风情云南游：傣族佛教的小沙弥","958x512"
"323","130","2009/11/19","TigerLeapingGorge_ZH-CN1866522748","风情云南游：被称为长江第一湾的虎跳峡","958x512"
"324","131","2009/11/20","HandicraftJewelry_ZH-CN2905145957","风情云南游：少数民族银饰","958x512"
"325","132","2009/11/21","TakingOff_ZH-CN2021342170","1783年的今天热气球第一次升空","958x512"
"326","133","2009/11/22","GapingGillCave_ZH-CN3870297496","英国奔宁山脉的巨型洞穴","958x512"
"327","134","2009/11/23","Cranberries_ZH-CN17308487","美国麻省收获小红莓","958x512"
"328","135","2009/11/24","PalauGuell_ZH-CN1979918183","西班牙巴塞罗那古埃尔宫的地下室","958x512"
"329","136","2009/11/25","Danakil_ZH-CN2172623951","埃塞俄比亚吉尔宽干谷火山爆发后形成的硫黄地表景观","958x512"
"330","137","2009/11/26","Petra_ZH-CN326264462","约旦佩特拉的藏宝库","958x512"
"331","138","2009/11/27","Baboon_ZH-CN153920087","南非夏侯自然保护区的狒狒","958x512"
"332","139","2009/11/28","GeorgiaAquarium_ZH-CN2707041098","在海洋馆中欣赏豹纹鲨","958x512"
"333","140","2009/11/29","Alberobello_ZH-CN435053341","意大利阿尔贝罗贝洛小镇的石顶圆屋","958x512"
"334","141","2009/11/30","Toucan_ZH-CN2484227645","墨西哥热带雨林中的“龙骨嘴”巨嘴鸟鵎","958x512"
"335","142","2009/12/01","Andes_ZH-CN1635889032","安第斯山脉中位于阿根廷境内的锯齿峰","958x512"
"336","143","2009/12/02","RemarkableRocks_ZH-CN1023047380","澳大利亚袋鼠岛中上的奇石","958x512"
"337","144","2009/12/03","Langjokull_ZH-CN2510313992","冰岛的朗格冰原冰川景观","958x512"
"338","145","2009/12/04","WuzhizhouIsland_ZH-CN2355167933","富饶海岛情：海南亚龙湾的海边亭","958x512"
"339","146","2009/12/05","SanyaWhale_ZH-CN631766440","富饶海岛情：三亚景区的鲸鱼喷泉","958x512"
"340","147","2009/12/06","SeafoodFactory_ZH-CN498897362","富饶海岛情：三亚沿海渔业经济体系","958x512"
"341","148","2009/12/07","HainanBananas_ZH-CN167690717","富饶海岛情：当地特产成熟的芭蕉","958x512"
"342","149","2009/12/08","PrayerRibbons_ZH-CN1283297488","富饶海岛情：鹿回头公园中的祈福丝带","958x512"
"343","150","2009/12/09","HotAirBalloonFestival_ZH-CN549829939","富饶海岛情：一年一度的海口热气球节","958x512"
"344","151","2009/12/10","MonkeyIslandMonkey_ZH-CN867041245","富饶海岛情：南湾猴岛上的猴子","958x512"
"345","152","2009/12/11","CenturyBridge_ZH-CN457034936","富饶海岛情：海口的标志性建筑世纪大桥","958x512"
"346","153","2009/12/12","HearstCastle_ZH-CN941553660","美国旧金山豪华的赫斯特城堡内的游泳池","958x512"
"347","154","2009/12/13","SeaweedFarm_ZH-CN224547577","坦桑尼亚小岛上的海藻养殖基地","958x512"
"348","155","2009/12/14","RedPanda_ZH-CN909606543","树上的浣熊科小熊猫","958x512"
"349","156","2009/12/15","Haiti_ZH-CN308577627","海地共和国的小岛","958x512"
"350","157","2009/12/16","Tutankhamen_ZH-CN1060649447","在埃及金字塔中发现的法老图坦卡蒙塑像","958x512"
"351","158","2009/12/17","ArcticFox_ZH-CN2208030967","蜷缩在岩石旁的北极狐","958x512"
"352","159","2009/12/18","Gecko_ZH-CN329074065","“展翅欲飞”的壁虎腾空而起","958x512"
"353","160","2009/12/19","Clownfish_ZH-CN802157375","离不开海葵的小丑鱼","958x512"
"354","161","2009/12/20","Umbrellas_ZH-CN1982381563","泰国清迈市精美的手绘纸伞","958x512"
"355","162","2009/12/21","ChristmasOrnament_ZH-CN532568932","西班牙马德里格兰大道上的圣诞饰品","958x512"
"356","163","2009/12/22","ChristmasMusicians_ZH-CN1853774820","变身圣诞老人的艺术家们在演奏美妙乐章","958x512"
"357","164","2009/12/23","FrenchDeptStore_ZH-CN2312216519","热闹商场中的巨型圣诞树","958x512"
"358","165","2009/12/24","SantaClaus_ZH-CN1289348142","平安夜我们迎来可爱的圣诞老人","958x512"
"359","166","2009/12/25","ChristmasLights_ZH-CN838500991","美国纽约曼哈顿街头温馨的圣诞节夜景","958x512"
"360","167","2009/12/26","MaoBirthday_ZH-CN549675097","纪念毛主席诞辰116周年","958x512"
"361","168","2009/12/27","Namibia_ZH-CN598121187","非洲纳米比亚的盐沼沙丘","958x512"
"362","169","2009/12/28","Helsinki_ZH-CN1055444320","冬季的芬兰赫尔辛基","958x512"
"363","170","2009/12/29","MtRoraima_ZH-CN1500630794","委内瑞拉的罗赖马山","958x512"
"364","171","2009/12/30","Jaguar_ZH-CN2254613024","伯利兹热带雨林中的美洲豹","958x512"
"365","172","2009/12/31","SydneyNewYear_ZH-CN1845293112","绚丽的烟火迎接即将到来的新年","958x512"
"366","173","2010/01/01","ANewDay_ZH-CN1608881501","从“新”开始：日光中迎来新的一天、新的一年","958x512"
"367","174","2010/01/02","ANewLife_ZH-CN881578549","从“新”开始：新生的企鹅宝宝寄托新的希望","958x512"
"368","175","2010/01/03","ANewChapter_ZH-CN1549600135","从“新”开始：祝福中的新人踏上新的人生旅程","958x512"
"369","176","2010/01/04","Weasel_ZH-CN694077802","科罗拉多州落基山国家公园中的长尾黄鼬","958x512"
"370","177","2010/01/05","Harbin_ZH-CN1108609339","东北冰雪之旅：一年一度的哈尔滨冰雪节今天盛大开幕","958x512"
"371","178","2010/01/06","HarbinChurch_ZH-CN1520169469","东北冰雪之旅：哈尔滨夜色中的圣索菲亚大教堂","958x512"
"372","179","2010/01/07","FrozenBranches_ZH-CN373687758","东北冰雪之旅：银装素裹的吉林雾凇","958x512"
"373","180","2010/01/08","Tianchi_ZH-CN1664950212","东北冰雪之旅：东北最高峰吉林长白山","958x512"
"374","181","2010/01/09","FarmCorn_ZH-CN3069644158","东北冰雪之旅：冬阳下的东北农家院","958x512"
"375","182","2010/01/10","Dalian_ZH-CN442590110","东北冰雪之旅：大连市中山广场灯火通明","958x512"
"376","183","2010/01/11","TajMahal_ZH-CN1750602671","无处不浪漫：印度泰姬陵因爱情而永恒浪漫","958x512"
"377","184","2010/01/12","Palouse_ZH-CN609752408","无处不浪漫：云淡风轻的华盛顿州立公园","958x512"
"378","185","2010/01/13","StockholmStreet_ZH-CN1479708815","无处不浪漫：如邻家女孩般亲切的瑞典老城","958x512"
"379","186","2010/01/14","MiskitoCays_ZH-CN2943787599","无处不浪漫：炽热的尼加拉瓜海岸","958x512"
"380","187","2010/01/15","Lupines_ZH-CN422796503","无处不浪漫：神秘的新西兰峡湾国家公园","958x512"
"381","188","2010/01/16","Luxembourg_ZH-CN1550929008","无处不浪漫：皇室的浪漫情怀飘荡在卢森堡上空","958x512"
"382","189","2010/01/17","Lebanon_ZH-CN1963773181","无处不浪漫：浪漫的黎巴嫩贝鲁特","958x512"
"383","190","2010/01/18","OperaHouse_ZH-CN276379589","无处不浪漫：时尚浪漫的澳大利亚悉尼海湾","958x512"
"384","191","2010/01/19","Baihaba_ZH-CN3100002733","携程&MSN十年旅行摄影大赛作品精选：新疆白哈巴村的清晨","958x512"
"385","192","2010/01/20","Lijiang_ZH-CN3269220934","携程&MSN十年旅行摄影大赛作品精选：云南丽江的乡村太安","958x512"
"386","193","2010/01/21","Hulunbeier_ZH-CN1354136929","携程&MSN十年旅行摄影大赛作品精选：内蒙古呼伦贝尔草原","958x512"
"387","194","2010/01/22","Takelamagan_ZH-CN1555042610","携程&MSN十年旅行摄影大赛作品精选：新疆塔克拉玛干沙漠","958x512"
"388","195","2010/01/23","Huyanglin_ZH-CN1010611032","携程&MSN十年旅行摄影大赛作品精选：内蒙古额济纳旗的胡杨林","958x512"
"389","196","2010/01/24","PirateDay_ZH-CN654822860","西班牙的维京海盗节","958x512"
"390","197","2010/01/25","Marais_ZH-CN3893087721","夜色中的法国巴黎街巷","958x512"
"391","198","2010/01/26","Palmyra_ZH-CN3288571808","叙利亚中南部的巴尔米拉古城","958x512"
"392","199","2010/01/27","Spoonbill_ZH-CN3126535782","正在空中飞翔的玫瑰色琵鹭","958x512"
"393","200","2010/01/28","MtHood_ZH-CN650574640","冬季里的滑雪爱好者","958x512"
"394","201","2010/01/29","MountainLion_ZH-CN320894998","蒙大拿州从树上一跃而下的美洲狮","958x512"
"395","202","2010/01/30","LibraryofCongress_ZH-CN1392643047","华盛顿区的美国国会图书馆","958x512"
"396","203","2010/01/31","Cuttlefish_ZH-CN396217963","印度尼西亚海域中一只因求偶而变色的雄性乌贼","958x512"
"397","204","2010/02/01","GangwonSnow_ZH-CN3119374952","韩国东部江原道被积雪覆盖的山庙","958x512"
"398","205","2010/02/02","Mars_ZH-CN3513063468","由美国宇航局的火星侦察轨道器拍摄的火星陨石坑","958x512"
"399","206","2010/02/03","Vultures_ZH-CN989355476","在天空盘旋的秃鹫","958x512"
"400","207","2010/02/04","Io_ZH-CN688703338","太空中的木卫一","958x512"
"401","208","2010/02/05","Stockholm_ZH-CN2487892800","瑞典的斯德哥尔摩","958x512"
"402","209","2010/02/06","Dartmoor_ZH-CN3409950406","英国德文郡达特姆尔高原浓雾的早晨","958x512"
"403","210","2010/02/07","SapporoSnowFestival_ZH-CN1149550776","日本札幌雪节上的大型雪雕","958x512"
"404","211","2010/02/08","SiberianTiger_ZH-CN3711503700","吉林长白山森林野生动物园中的东北虎","958x512"
"405","212","2010/02/09","TigerPagodas_ZH-CN1419750402","具有”老虎气势”的台湾高雄莲花湖龙虎塔","958x512"
"406","213","2010/02/10","TigerCub_ZH-CN388669716","印度国家公园中刚满月的老虎幼崽","958x512"
"407","214","2010/02/11","TigerPillow_ZH-CN1830038774","民间工艺品布老虎","958x512"
"408","215","2010/02/12","TigerPapercut_ZH-CN1144420377","民间剪纸艺术十二生肖中的虎","958x512"
"409","216","2010/02/13","TigerDesign_ZH-CN1331081079","必应祝福2010虎年春节快乐","958x512"
"410","217","2010/02/14","CNYBanners_ZH-CN1112646076","春节传统：吉利又喜庆的春联","958x512"
"411","218","2010/02/15","Valentine_ZH-CN1536171886","海南三亚一处温馨浪漫的爱之沙滩","958x512"
"412","219","2010/02/16","Dumpling_ZH-CN887167467","春节习俗：合家团圆吃饺子","958x512"
"413","220","2010/02/17","RedLanterns_ZH-CN1291949188","北方人眼中的传统春节","958x512"
"414","221","2010/02/18","HongKong_ZH-CN3239374070","香港春节的跨年烟火汇演","958x512"
"415","222","2010/02/19","Toronto_ZH-CN679699931","海外华侨庆春节：加拿大多伦多的春节彩灯","958x512"
"416","223","2010/02/20","London_ZH-CN3218933046","外国人过中国春节：伦敦街头的漂亮灯笼","958x512"
"417","224","2010/02/21","CNYDecor_ZH-CN424427970","老北京春节习俗：地坛公园举办的春节庙会","958x512"
"418","225","2010/02/22","SkiJumping_ZH-CN221752613","北京时间2月20日凌晨2点，惠斯勒跳台滑雪中心举行的跳台滑雪男子大台资格赛，哈萨克斯坦选手 Nikolay Karpenko 腾空而起","958x512"
"419","226","2010/02/23","SkiJumpingTwo_ZH-CN588303504","北京时间2月21日凌晨，在加拿大温哥华惠斯勒滑雪中心举行的跳台滑雪男子大台个人赛中，波兰选手 Adam Malysz 在最后一跳后，激动的亲吻地面","958x512"
"420","227","2010/02/24","SkiCrossRace_ZH-CN710353080","2月22日凌晨4时45分，在加拿大温哥华赛普拉斯山滑雪场举行的自由式滑雪障碍争先赛1/4决赛中，瑞士的 Richard Spalinger 和奥地利的 Thomas Zangerl 二人紧追不舍。","958x512"
"421","228","2010/02/25","IceDance24_ZH-CN2956592271","北京时间2月23日上午刚刚结束的花样滑冰冰舞自由舞比赛中，来自英国的 Sinead Kerr 和 John Kerr 表演难度动作","958x512"
"422","229","2010/02/26","FigureSkating_ZH-CN86815844","北京时间2月23日，在加拿大温哥华体育场中举行的，花样滑冰女子单人滑短节目比赛中，美籍日裔选手长洲未来表演的难度动作","958x512"
"423","230","2010/02/27","ShortTrack3000m_ZH-CN1232576051","北京时间2月25日上午，在刚刚结束的短道速滑女子3000米接力赛中，短道速滑队为中国又添一金，图为比赛中韩国选手李恩星紧追中国选手张会","958x512"
"424","231","2010/02/28","LadiesFreeSkating_ZH-CN1096400195","北京时间2月26日上午决出的花样滑冰女子自由舞比赛中，韩国选手金妍儿表现出色，并最终摘得金牌","958x512"
"425","232","2010/03/01","Snowboard_ZH-CN147248265","北京时间2月27日上午结束的单板滑雪女子平行大回转比赛中，斯洛文尼亚选手 Glorija Kotnik 竞技该项目","958x512"
"426","233","2010/03/02","ManBobsleigh_ZH-CN3920511306","北京时间2月28日上午结束的有舵雪橇男子四人赛，拉脱维亚一队向观众挥手致意","958x512"
"427","234","2010/03/03","Mauritania_ZH-CN652401334","在撒哈拉沙漠中长途跋涉的骆驼","958x512"
"428","235","2010/03/04","BoraBoraGreen_ZH-CN1090442596","南太平洋的波拉波拉岛","958x512"
"429","236","2010/03/05","Cartagena_ZH-CN877226259","西班牙风格的哥伦比亚卡塔赫纳街景","958x512"
"430","237","2010/03/06","Cumbria_ZH-CN2447314","以清新幽静闻名的英格兰坎布里亚郡湖区","958x512"
"431","238","2010/03/07","Narwhal_ZH-CN1188241177","加拿大努纳武特地区的一角鲸鱼群","958x512"
"432","239","2010/03/08","WomensDay_ZH-CN817322201","三月八日国际劳动妇女节：祝天下女人节日快乐","958x512"
"433","240","2010/03/09","MexicanFisherman_ZH-CN1471766167","墨西哥米却肯州正在捕鱼的渔民","958x512"
"434","241","2010/03/10","Gargoyles_ZH-CN2088944091","法国巴黎圣母院屋顶上的夜行神龙雕像","958x512"
"435","242","2010/03/11","SaltLake_ZH-CN1257526951","黄昏中寂静的美国犹他州盐湖城","958x512"
"436","243","2010/03/12","TreePlantingDay_ZH-CN2854494540","奥地利瓦腾斯的施华洛世奇水晶世界博物馆“绿意正浓”","958x512"
"437","244","2010/03/13","SaoPaulo_ZH-CN1710408292","巴西圣保罗的奥利维尔大桥","958x512"
"438","245","2010/03/14","FurSeal_ZH-CN1834190668","可爱的小海豹陪你一起过白色情人节","958x512"
"439","246","2010/03/15","ConsumerRightDay_ZH-CN773517577","孟加拉国街头的农贸集市","958x512"
"440","247","2010/03/16","FieldMuseum_ZH-CN1288815665","芝加哥费尔德博物馆展出的霸王龙","958x512"
"441","248","2010/03/17","IrishDancers_ZH-CN2624633817","俄罗斯莫斯科街头举办热闹的圣帕特里克节游行","958x512"
"442","249","2010/03/18","Manhattan_ZH-CN2141518839","鸟瞰美国纽约曼哈顿的摩天大楼","958x512"
"443","250","2010/03/19","Dubrovnik_ZH-CN323144174","克罗地亚杜布洛尼古城","958x512"
"444","251","2010/03/20","M82Galaxy_ZH-CN993171192","哈勃望远镜拍摄到的M82星系","958x512"
"445","252","2010/03/21","ChilliPeppers_ZH-CN2661508204","广西龙脊梯田上晒辣椒","958x512"
"446","253","2010/03/22","VirginIslands_ZH-CN186053674","美属处女群岛沙滩上的船","958x512"
"447","254","2010/03/23","BrainCoral_ZH-CN2259676779","生长在澳大利亚大堡礁附近海域的脑珊瑚","958x512"
"448","255","2010/03/24","TuscanSunrise_ZH-CN3732198752","意大利托斯卡纳的山谷","958x512"
"449","256","2010/03/25","BengalTiger_ZH-CN1856762196","环保没有局外人：保护濒危物种","958x512"
"450","257","2010/03/26","Photovoltaic_ZH-CN2266965439","环保没有局外人：利用可再生能源走持续发展道路","958x512"
"451","258","2010/03/27","EarthDay_ZH-CN2818204106","环保没有局外人：期待今晚8：30—9：30，我们为地球关灯一小时","958x512"
"452","259","2010/03/28","EarthNight_ZH-CN279654728","环保没有局外人：期待今晚8：30—9：30，我们为地球关灯一小时","958x512"
"453","260","2010/03/29","GoldHarbor_ZH-CN1363272626","环保没有局外人：全球气候变暖","958x512"
"454","261","2010/03/30","RiceWorker_ZH-CN2377920663","环保没有局外人：支持本地环保、吃本地生长的农作物，是改善碳排放最有效的举措，享受环保的低碳生活","958x512"
"455","262","2010/03/31","Snail_ZH-CN1056285053","漂亮的圆锥形蓝环海螺","958x512"
"456","263","2010/04/01","LivelyCows_ZH-CN3578723968","草坪上的不是真的奶牛，而是观赏奶牛，愚人节快乐","958x512"
"457","264","2010/04/02","Child_ZH-CN3053910460","远离孤独的自闭症，关注心理健康，让梦想化为彩虹","958x512"
"458","265","2010/04/03","BhutanMusicians_ZH-CN981473870","不丹的传统节日里，喇嘛乐师在为当地的传统舞蹈配乐","958x512"
"459","266","2010/04/04","Danube_ZH-CN581861447","游艇在德国多瑙河惬意的美景中畅游","958x512"
"460","267","2010/04/05","Jacaranda_ZH-CN230486805","“清明时节雨纷纷，路上行人欲断魂。借问酒家何处有？牧童遥指杏花村。”今天是清明节","958x512"
"461","268","2010/04/06","CooberPedy_ZH-CN409829737","澳大利亚南部库伯佩迪地区的蛋白石矿","958x512"
